sale_id,product_id,date,quantity_sold,store_id,source_sales_amount,product_name,category,price_per_unit,supplier_id,reorder_point,lead_time,store_name,location,supplier_name,lead_time_supplier,net_unit_price,revenue,estimated_unit_cost,gross_profit,gross_margin_pct,sale_month,quarter
1640,3,2023-10-13,42,2,453.89,Action Figure,Toys,92.94,13,16,7,Ultimate Retail Hub,Pune,Raju,7,100.3752,4215.758400000001,57.6228,1795.6008000000006,0.425925925925926,2023-10,4
1793,3,2023-03-03,43,2,481.38,Action Figure,Toys,92.94,13,16,7,Ultimate Retail Hub,Pune,Raju,7,92.94,3996.42,57.6228,1518.6396,0.38,2023-03,1
1879,4,2023-10-12,8,2,148.84,Toy Car,Toys,34.24,19,7,7,Ultimate Retail Hub,Pune,Rahul,4,37.34899200000001,298.7919360000001,21.2288,128.96153600000008,0.4316098276494318,2023-10,4
1807,4,2023-07-28,41,2,457.3,Toy Car,Toys,34.24,19,7,7,Ultimate Retail Hub,Pune,Rahul,4,33.2128,1361.7248,21.2288,491.34399999999994,0.3608247422680412,2023-07,3
735,4,2023-06-13,39,2,19.51,Toy Car,Toys,34.24,19,7,7,Ultimate Retail Hub,Pune,Rahul,4,32.870400000000004,1281.9456000000002,21.2288,454.0224000000003,0.35416666666666685,2023-06,2
826,5,2023-10-26,46,2,174.87,Laptop,Electronics,99.28,4,17,10,Ultimate Retail Hub,Pune,Girish,2,109.366848,5030.875008,61.5536,2199.409408,0.4371822803195352,2023-10,4
235,5,2023-10-24,24,2,49.62,Laptop,Electronics,99.28,4,17,10,Ultimate Retail Hub,Pune,Girish,2,113.65574400000001,2727.737856,61.5536,1250.4514560000002,0.45842068483577925,2023-10,4
43,5,2023-06-19,5,2,142.85,Laptop,Electronics,99.28,4,17,10,Ultimate Retail Hub,Pune,Girish,2,100.2728,501.36400000000003,61.5536,193.596,0.3861386138613861,2023-06,2
1118,5,2023-06-19,6,2,32.74,Laptop,Electronics,99.28,4,17,10,Ultimate Retail Hub,Pune,Girish,2,104.244,625.4639999999999,61.5536,256.14239999999995,0.4095238095238095,2023-06,2
744,5,2023-02-16,4,2,302.82,Laptop,Electronics,99.28,4,17,10,Ultimate Retail Hub,Pune,Girish,2,104.244,416.976,61.5536,170.7616,0.4095238095238095,2023-02,1
3,5,2023-01-16,6,2,120.17,Laptop,Electronics,99.28,4,17,10,Ultimate Retail Hub,Pune,Girish,2,94.316,565.896,61.5536,196.57439999999997,0.34736842105263155,2023-01,1
864,6,2023-10-08,32,2,345.66,Jeans,Clothing,23.45,14,13,6,Ultimate Retail Hub,Pune,Pramod,3,26.845560000000003,859.0579200000001,14.539,393.8099200000001,0.45842068483577925,2023-10,4
339,6,2023-07-30,24,2,484.95,Jeans,Clothing,23.45,14,13,6,Ultimate Retail Hub,Pune,Pramod,3,25.326,607.8240000000001,14.539,258.8880000000001,0.42592592592592604,2023-07,3
505,6,2023-07-25,29,2,272.18,Jeans,Clothing,23.45,14,13,6,Ultimate Retail Hub,Pune,Pramod,3,24.388,707.2520000000001,14.539,285.6210000000001,0.40384615384615397,2023-07,3
1246,6,2023-03-29,22,2,85.25,Jeans,Clothing,23.45,14,13,6,Ultimate Retail Hub,Pune,Pramod,3,22.7465,500.423,14.539,180.565,0.36082474226804123,2023-03,1
899,6,2023-03-26,32,2,411.81,Jeans,Clothing,23.45,14,13,6,Ultimate Retail Hub,Pune,Pramod,3,25.0915,802.928,14.539,337.68,0.4205607476635514,2023-03,1
74,6,2023-01-02,22,2,320.37,Jeans,Clothing,23.45,14,13,6,Ultimate Retail Hub,Pune,Pramod,3,22.980999999999998,505.58199999999994,14.539,185.72399999999993,0.3673469387755101,2023-01,1
1986,7,2023-12-07,16,2,305.99,Milk,Groceries,72.37,12,6,7,Ultimate Retail Hub,Pune,Shubham,10,82.84917600000001,1325.5868160000002,44.869400000000006,607.6764160000001,0.4584206848357792,2023-12,4
1989,7,2023-11-21,10,2,67.15,Milk,Groceries,72.37,12,6,7,Ultimate Retail Hub,Pune,Shubham,10,71.90683200000001,719.0683200000001,44.869400000000006,270.37432,0.3760064412238325,2023-11,4
164,7,2023-10-11,19,2,320.75,Milk,Groceries,72.37,12,6,7,Ultimate Retail Hub,Pune,Shubham,10,80.50438800000002,1529.5833720000003,44.869400000000006,677.0647720000002,0.44264653002517085,2023-10,4
1851,7,2023-06-20,34,2,472.06,Milk,Groceries,72.37,12,6,7,Ultimate Retail Hub,Pune,Shubham,10,77.4359,2632.8206,44.869400000000006,1107.2609999999997,0.4205607476635513,2023-06,2
812,7,2023-03-25,37,2,429.27,Milk,Groceries,72.37,12,6,7,Ultimate Retail Hub,Pune,Shubham,10,75.9885,2811.5745,44.869400000000006,1151.4067,0.4095238095238095,2023-03,1
60,9,2023-11-01,5,2,204.87,Sofa,Home Goods,64.94,1,9,5,Ultimate Retail Hub,Pune,Mahesh,3,70.836552,354.18276,40.2628,152.86875999999998,0.43160982764943157,2023-11,4
1887,9,2023-03-02,10,2,398.47,Sofa,Home Goods,64.94,1,9,5,Ultimate Retail Hub,Pune,Mahesh,3,59.7448,597.448,40.2628,194.82,0.32608695652173914,2023-03,1
1335,10,2023-11-28,2,2,362.06,Bread,Groceries,48.27,5,13,4,Ultimate Retail Hub,Pune,Ram,9,52.652916000000005,105.30583200000001,29.927400000000002,45.451032000000005,0.4316098276494316,2023-11,4
886,10,2023-09-09,21,2,168.79,Bread,Groceries,48.27,5,13,4,Ultimate Retail Hub,Pune,Ram,9,45.3738,952.8498000000001,29.927400000000002,324.37440000000004,0.3404255319148936,2023-09,3
653,10,2023-03-09,38,2,262.12,Bread,Groceries,48.27,5,13,4,Ultimate Retail Hub,Pune,Ram,9,47.7873,1815.9174,29.927400000000002,678.6761999999999,0.37373737373737365,2023-03,1
724,10,2023-01-12,5,2,451.74,Bread,Groceries,48.27,5,13,4,Ultimate Retail Hub,Pune,Ram,9,49.235400000000006,246.17700000000002,29.927400000000002,96.54000000000002,0.3921568627450981,2023-01,1
269,11,2023-06-14,39,2,37.51,Cheese,Groceries,59.94,6,5,2,Ultimate Retail Hub,Pune,Ganesh,3,63.5364,2477.9196,37.1628,1028.5704000000003,0.4150943396226416,2023-06,2
1998,11,2023-06-03,39,2,278.66,Cheese,Groceries,59.94,6,5,2,Ultimate Retail Hub,Pune,Ganesh,3,60.5394,2361.0366,37.1628,911.6874,0.38613861386138615,2023-06,2
594,11,2023-03-01,47,2,177.42,Cheese,Groceries,59.94,6,5,2,Ultimate Retail Hub,Pune,Ganesh,3,64.7352,3042.5544000000004,37.1628,1295.9028000000005,0.42592592592592604,2023-03,1
353,11,2023-01-10,17,2,418.31,Cheese,Groceries,59.94,6,5,2,Ultimate Retail Hub,Pune,Ganesh,3,62.937,1069.9289999999999,37.1628,438.16139999999996,0.4095238095238095,2023-01,1
1726,12,2023-12-08,31,2,90.78,Headphones,Electronics,66.22,13,17,10,Ultimate Retail Hub,Pune,Raju,7,72.232776,2239.216056,41.0564,966.4676560000003,0.4316098276494317,2023-12,4
464,12,2023-11-30,37,2,269.9,Headphones,Electronics,66.22,13,17,10,Ultimate Retail Hub,Pune,Raju,7,69.372072,2566.766664,41.0564,1047.6798640000004,0.40817105765559386,2023-11,4
1172,12,2023-10-20,26,2,368.46,Headphones,Electronics,66.22,13,17,10,Ultimate Retail Hub,Pune,Raju,7,77.23900800000001,2008.2142080000003,41.0564,940.7478080000005,0.46844993141289454,2023-10,4
148,12,2023-05-23,29,2,376.49,Headphones,Electronics,66.22,13,17,10,Ultimate Retail Hub,Pune,Raju,7,68.86880000000001,1997.1952,41.0564,806.5596000000003,0.40384615384615397,2023-05,2
1964,13,2023-12-07,11,2,26.79,Camera,Electronics,54.26,7,18,3,Ultimate Retail Hub,Pune,Hari,3,59.186808,651.054888,33.6412,281.00168800000006,0.4316098276494317,2023-12,4
549,13,2023-09-28,3,2,109.65,Camera,Electronics,54.26,7,18,3,Ultimate Retail Hub,Pune,Hari,3,52.632200000000005,157.8966,33.6412,56.97300000000001,0.3608247422680413,2023-09,3
542,13,2023-09-26,10,2,100.01,Camera,Electronics,54.26,7,18,3,Ultimate Retail Hub,Pune,Hari,3,58.0582,580.582,33.6412,244.17000000000002,0.42056074766355145,2023-09,3
1290,13,2023-09-22,44,2,106.57,Camera,Electronics,54.26,7,18,3,Ultimate Retail Hub,Pune,Hari,3,58.0582,2554.5608,33.6412,1074.3480000000004,0.4205607476635515,2023-09,3
1685,13,2023-07-08,33,2,247.36,Camera,Electronics,54.26,7,18,3,Ultimate Retail Hub,Pune,Hari,3,51.004400000000004,1683.1452000000002,33.6412,572.9856000000002,0.3404255319148937,2023-07,3
770,13,2023-06-19,14,2,207.59,Camera,Electronics,54.26,7,18,3,Ultimate Retail Hub,Pune,Hari,3,52.632200000000005,736.8508,33.6412,265.8740000000001,0.36082474226804134,2023-06,2
871,13,2023-01-24,1,2,333.36,Camera,Electronics,54.26,7,18,3,Ultimate Retail Hub,Pune,Hari,3,52.089600000000004,52.089600000000004,33.6412,18.448400000000007,0.35416666666666674,2023-01,1
1972,14,2023-12-31,35,2,129.71,Puzzle,Toys,29.02,10,17,10,Ultimate Retail Hub,Pune,Krishna,2,28.834272000000006,1009.1995200000002,17.9924,379.4655200000002,0.37600644122383264,2023-12,4
31,14,2023-11-17,20,2,80.66,Puzzle,Toys,29.02,10,17,10,Ultimate Retail Hub,Pune,Krishna,2,33.22209600000001,664.4419200000002,17.9924,304.5939200000002,0.4584206848357793,2023-11,4
766,14,2023-02-07,22,2,444.53,Puzzle,Toys,29.02,10,17,10,Ultimate Retail Hub,Pune,Krishna,2,26.9886,593.7492000000001,17.9924,197.91640000000007,0.33333333333333337,2023-02,1
1462,15,2023-11-29,31,2,377.82,Table,Home Goods,74.72,3,8,10,Ultimate Retail Hub,Pune,Mukesh,5,74.24179200000002,2301.4955520000008,46.3264,865.3771520000007,0.3760064412238327,2023-11,4
1355,15,2023-11-06,12,2,331.28,Table,Home Goods,74.72,3,8,10,Ultimate Retail Hub,Pune,Mukesh,5,83.92550400000002,1007.1060480000002,46.3264,451.18924800000025,0.44800569800569817,2023-11,4
199,15,2023-08-25,8,2,251.7,Table,Home Goods,74.72,3,8,10,Ultimate Retail Hub,Pune,Mukesh,5,77.7088,621.6704,46.3264,251.05919999999998,0.4038461538461538,2023-08,3
25,15,2023-03-20,41,2,397.08,Table,Home Goods,74.72,3,8,10,Ultimate Retail Hub,Pune,Mukesh,5,74.72,3063.52,46.3264,1164.1376,0.38,2023-03,1
1798,15,2023-02-20,35,2,146.25,Table,Home Goods,74.72,3,8,10,Ultimate Retail Hub,Pune,Mukesh,5,78.456,2745.96,46.3264,1124.536,0.4095238095238095,2023-02,1
1482,15,2023-01-22,21,2,223.24,Table,Home Goods,74.72,3,8,10,Ultimate Retail Hub,Pune,Mukesh,5,70.98400000000001,1490.6640000000002,46.3264,517.8096000000003,0.3473684210526317,2023-01,1
914,17,2023-12-30,42,2,254.43,Bed,Home Goods,5.61,6,20,1,Ultimate Retail Hub,Pune,Ganesh,3,6.361740000000001,267.19308000000007,3.4782,121.10868000000005,0.45326278659612,2023-12,4
1692,17,2023-12-17,20,2,263.93,Bed,Home Goods,5.61,6,20,1,Ultimate Retail Hub,Pune,Ganesh,3,6.119388000000001,122.38776000000001,3.4782,52.82376000000001,0.4316098276494316,2023-12,4
67,17,2023-06-28,5,2,187.92,Bed,Home Goods,5.61,6,20,1,Ultimate Retail Hub,Pune,Ganesh,3,6.058800000000001,30.294000000000004,3.4782,12.903000000000002,0.42592592592592593,2023-06,2
830,17,2023-05-13,47,2,473.73,Bed,Home Goods,5.61,6,20,1,Ultimate Retail Hub,Pune,Ganesh,3,5.946600000000001,279.4902000000001,3.4782,116.01480000000006,0.41509433962264164,2023-05,2
1147,17,2023-04-02,3,2,57.99,Bed,Home Goods,5.61,6,20,1,Ultimate Retail Hub,Pune,Ganesh,3,5.61,16.830000000000002,3.4782,6.395400000000002,0.3800000000000001,2023-04,2
1185,17,2023-03-11,31,2,246.49,Bed,Home Goods,5.61,6,20,1,Ultimate Retail Hub,Pune,Ganesh,3,5.8344000000000005,180.86640000000003,3.4782,73.04220000000002,0.4038461538461539,2023-03,1
1010,17,2023-02-25,2,2,263.74,Bed,Home Goods,5.61,6,20,1,Ultimate Retail Hub,Pune,Ganesh,3,5.5539000000000005,11.107800000000001,3.4782,4.151400000000001,0.37373737373737376,2023-02,1
1098,18,2023-12-24,35,2,297.46,Tablet,Electronics,11.63,14,18,5,Ultimate Retail Hub,Pune,Pramod,3,12.811608000000001,448.40628000000004,7.2106,196.03528000000003,0.43718228031953527,2023-12,4
1215,18,2023-10-25,35,2,431.98,Tablet,Electronics,11.63,14,18,5,Ultimate Retail Hub,Pune,Pramod,3,12.560400000000001,439.61400000000003,7.2106,187.24300000000002,0.42592592592592593,2023-10,4
985,18,2023-08-17,11,2,285.35,Tablet,Electronics,11.63,14,18,5,Ultimate Retail Hub,Pune,Pramod,3,12.560400000000001,138.1644,7.2106,58.84779999999999,0.4259259259259259,2023-08,3
996,18,2023-08-14,11,2,43.16,Tablet,Electronics,11.63,14,18,5,Ultimate Retail Hub,Pune,Pramod,3,11.8626,130.48860000000002,7.2106,51.17200000000001,0.3921568627450981,2023-08,3
1633,18,2023-01-02,26,2,316.01,Tablet,Electronics,11.63,14,18,5,Ultimate Retail Hub,Pune,Pramod,3,10.815900000000001,281.21340000000004,7.2106,93.73780000000002,0.33333333333333337,2023-01,1
508,19,2023-12-05,34,2,209.71,Plush Toy,Toys,21.21,12,10,3,Ultimate Retail Hub,Pune,Shubham,10,24.510276000000005,833.3493840000001,13.1502,386.2425840000001,0.46348217376254763,2023-12,4
347,19,2023-08-12,6,2,409.27,Plush Toy,Toys,21.21,12,10,3,Ultimate Retail Hub,Pune,Shubham,10,20.9979,125.98740000000001,13.1502,47.086200000000005,0.37373737373737376,2023-08,3
212,19,2023-07-29,42,2,42.04,Plush Toy,Toys,21.21,12,10,3,Ultimate Retail Hub,Pune,Shubham,10,21.21,890.82,13.1502,338.51160000000004,0.38,2023-07,3
1811,19,2023-07-11,35,2,392.1,Plush Toy,Toys,21.21,12,10,3,Ultimate Retail Hub,Pune,Shubham,10,21.4221,749.7735,13.1502,289.5165,0.38613861386138615,2023-07,3
312,19,2023-05-12,13,2,303.19,Plush Toy,Toys,21.21,12,10,3,Ultimate Retail Hub,Pune,Shubham,10,20.785800000000002,270.21540000000005,13.1502,99.26280000000006,0.36734693877551033,2023-05,2
180,19,2023-02-06,4,2,397.35,Plush Toy,Toys,21.21,12,10,3,Ultimate Retail Hub,Pune,Shubham,10,21.6342,86.5368,13.1502,33.936,0.39215686274509803,2023-02,1
562,20,2023-07-14,46,2,371.13,Sweater,Clothing,51.21,17,8,8,Ultimate Retail Hub,Pune,Ashok,8,47.6253,2190.7638,31.7502,730.2546000000002,0.3333333333333334,2023-07,3
1334,20,2023-05-28,43,2,71.47,Sweater,Clothing,51.21,17,8,8,Ultimate Retail Hub,Pune,Ashok,8,51.21,2202.03,31.7502,836.7714000000003,0.3800000000000001,2023-05,2
1664,20,2023-01-28,15,2,22.75,Sweater,Clothing,51.21,17,8,8,Ultimate Retail Hub,Pune,Ashok,8,54.794700000000006,821.9205000000001,31.7502,345.6675000000001,0.42056074766355145,2023-01,1
1116,20,2023-01-08,32,2,174.25,Sweater,Clothing,51.21,17,8,8,Ultimate Retail Hub,Pune,Ashok,8,52.746300000000005,1687.8816000000002,31.7502,671.8752000000002,0.3980582524271845,2023-01,1
1257,21,2023-12-11,19,2,483.32,Eggs,Groceries,82.37,6,11,1,Ultimate Retail Hub,Pune,Ganesh,3,96.07636800000002,1825.4509920000003,51.0694,855.1323920000002,0.4684499314128944,2023-12,4
1515,21,2023-10-25,4,2,163.24,Eggs,Groceries,82.37,6,11,1,Ultimate Retail Hub,Pune,Ganesh,3,83.62202400000001,334.48809600000004,51.0694,130.21049600000003,0.38928289992119786,2023-10,4
1524,21,2023-02-22,14,2,254.17,Eggs,Groceries,82.37,6,11,1,Ultimate Retail Hub,Pune,Ganesh,3,84.84110000000001,1187.7754000000002,51.0694,472.80380000000014,0.3980582524271845,2023-02,1
1737,22,2023-11-19,8,2,455.94,Jacket,Clothing,81.87,7,13,7,Ultimate Retail Hub,Pune,Hari,3,83.99862000000002,671.9889600000001,50.7594,265.91376000000014,0.395711500974659,2023-11,4
408,22,2023-10-31,38,2,89.74,Jacket,Clothing,81.87,7,13,7,Ultimate Retail Hub,Pune,Hari,3,81.34603200000002,3091.1492160000007,50.7594,1162.2920160000008,0.3760064412238327,2023-10,4
16,22,2023-10-01,47,2,85.88,Jacket,Clothing,81.87,7,13,7,Ultimate Retail Hub,Pune,Hari,3,95.49316800000003,4488.178896000001,50.7594,2102.487096000001,0.46844993141289454,2023-10,4
851,22,2023-07-26,2,2,116.04,Jacket,Clothing,81.87,7,13,7,Ultimate Retail Hub,Pune,Hari,3,76.13910000000001,152.27820000000003,50.7594,50.75940000000003,0.3333333333333335,2023-07,3
1555,22,2023-02-03,24,2,172.62,Jacket,Clothing,81.87,7,13,7,Ultimate Retail Hub,Pune,Hari,3,81.87,1964.88,50.7594,746.6544000000001,0.38000000000000006,2023-02,1
1481,23,2023-12-29,45,2,84.82,Doll,Toys,64.55,20,8,3,Ultimate Retail Hub,Pune,Rohit,2,65.53116,2948.9022,40.021,1147.9572,0.3892828999211978,2023-12,4
929,23,2023-12-16,5,2,481.43,Doll,Toys,64.55,20,8,3,Ultimate Retail Hub,Pune,Rohit,2,71.80542,359.0271,40.021,158.9221,0.4426465300251708,2023-12,4
1990,23,2023-10-31,36,2,121.97,Doll,Toys,64.55,20,8,3,Ultimate Retail Hub,Pune,Rohit,2,64.83402,2334.02472,40.021,893.2687199999998,0.382716049382716,2023-10,4
728,23,2023-07-01,14,2,141.12,Doll,Toys,64.55,20,8,3,Ultimate Retail Hub,Pune,Rohit,2,68.423,957.922,40.021,397.62800000000004,0.41509433962264153,2023-07,3
338,24,2023-12-21,50,2,361.99,Smartwatch,Electronics,32.85,13,8,5,Ultimate Retail Hub,Pune,Raju,7,37.96146,1898.073,20.367,879.7230000000001,0.46348217376254763,2023-12,4
1639,24,2023-07-21,25,2,15.26,Smartwatch,Electronics,32.85,13,8,5,Ultimate Retail Hub,Pune,Raju,7,32.5215,813.0375000000001,20.367,303.8625000000001,0.3737373737373738,2023-07,3
1089,24,2023-01-12,9,2,332.7,Smartwatch,Electronics,32.85,13,8,5,Ultimate Retail Hub,Pune,Raju,7,30.550500000000003,274.95450000000005,20.367,91.65150000000006,0.3333333333333335,2023-01,1
519,25,2023-10-28,47,2,242.3,Speaker,Electronics,37.5,19,12,8,Ultimate Retail Hub,Pune,Rahul,4,40.905,1922.535,23.25,829.7850000000001,0.4316098276494316,2023-10,4
1829,25,2023-08-16,1,2,372.86,Speaker,Electronics,37.5,19,12,8,Ultimate Retail Hub,Pune,Rahul,4,38.25,38.25,23.25,15.0,0.39215686274509803,2023-08,3
311,25,2023-06-28,23,2,121.95,Speaker,Electronics,37.5,19,12,8,Ultimate Retail Hub,Pune,Rahul,4,36.375,836.625,23.25,301.875,0.36082474226804123,2023-06,2
1156,25,2023-04-09,34,2,287.16,Speaker,Electronics,37.5,19,12,8,Ultimate Retail Hub,Pune,Rahul,4,34.5,1173.0,23.25,382.5,0.32608695652173914,2023-04,2
901,25,2023-03-03,26,2,231.24,Speaker,Electronics,37.5,19,12,8,Ultimate Retail Hub,Pune,Rahul,4,34.5,897.0,23.25,292.5,0.32608695652173914,2023-03,1
919,26,2023-05-17,49,2,491.85,Remote Control Car,Toys,68.92,4,5,1,Ultimate Retail Hub,Pune,Girish,2,64.0956,3140.6844,42.7304,1046.8948,0.3333333333333333,2023-05,2
139,26,2023-02-08,38,2,55.44,Remote Control Car,Toys,68.92,4,5,1,Ultimate Retail Hub,Pune,Girish,2,65.474,2488.012,42.7304,864.2568000000001,0.3473684210526316,2023-02,1
134,26,2023-01-11,40,2,123.08,Remote Control Car,Toys,68.92,4,5,1,Ultimate Retail Hub,Pune,Girish,2,73.74440000000001,2949.7760000000007,42.7304,1240.5600000000006,0.4205607476635515,2023-01,1
947,27,2023-12-10,41,2,433.15,Lamp,Home Goods,76.42,1,6,2,Ultimate Retail Hub,Pune,Mahesh,3,85.83494400000001,3519.2327040000005,47.3804,1576.6363040000003,0.44800569800569806,2023-12,4
1981,27,2023-11-25,3,2,462.09,Lamp,Home Goods,76.42,1,6,2,Ultimate Retail Hub,Pune,Mahesh,3,83.35893600000001,250.07680800000003,47.3804,107.93560800000003,0.4316098276494317,2023-11,4
1195,27,2023-10-03,14,2,275.48,Lamp,Home Goods,76.42,1,6,2,Ultimate Retail Hub,Pune,Mahesh,3,80.05759200000001,1120.8062880000002,47.3804,457.4806880000002,0.40817105765559386,2023-10,4
415,27,2023-06-24,39,2,159.73,Lamp,Home Goods,76.42,1,6,2,Ultimate Retail Hub,Pune,Mahesh,3,75.6558,2950.5762,47.3804,1102.7405999999999,0.3737373737373737,2023-06,2
1885,27,2023-06-06,30,2,187.97,Lamp,Home Goods,76.42,1,6,2,Ultimate Retail Hub,Pune,Mahesh,3,81.7694,2453.0820000000003,47.3804,1031.6700000000003,0.42056074766355145,2023-06,2
252,28,2023-08-16,29,2,428.45,Dress,Clothing,54.62,1,17,10,Ultimate Retail Hub,Pune,Mahesh,3,57.8972,1679.0187999999998,33.864399999999996,696.9512,0.41509433962264153,2023-08,3
54,28,2023-07-25,4,2,192.59,Dress,Clothing,54.62,1,17,10,Ultimate Retail Hub,Pune,Mahesh,3,51.889,207.556,33.864399999999996,72.09840000000003,0.34736842105263166,2023-07,3
1410,28,2023-01-24,38,2,171.07,Dress,Clothing,54.62,1,17,10,Ultimate Retail Hub,Pune,Mahesh,3,58.9896,2241.6048,33.864399999999996,954.7576000000001,0.425925925925926,2023-01,1
591,29,2023-09-19,48,2,225.66,Apples,Groceries,98.76,9,20,8,Ultimate Retail Hub,Pune,Manoj,7,103.69800000000001,4977.504000000001,61.2312,2038.4064000000008,0.4095238095238096,2023-09,3
117,30,2023-07-16,45,2,354.68,Curtains,Home Goods,62.42,11,16,6,Ultimate Retail Hub,Pune,Shivam,9,66.7894,3005.523,38.7004,1264.005,0.4205607476635514,2023-07,3
258,30,2023-06-18,50,2,395.38,Curtains,Home Goods,62.42,11,16,6,Ultimate Retail Hub,Pune,Shivam,9,59.29900000000001,2964.9500000000003,38.7004,1029.9300000000003,0.34736842105263166,2023-06,2
178,30,2023-05-16,41,2,215.44,Curtains,Home Goods,62.42,11,16,6,Ultimate Retail Hub,Pune,Shivam,9,62.42,2559.2200000000003,38.7004,972.5036000000002,0.38000000000000006,2023-05,2
86,30,2023-04-25,2,2,202.24,Curtains,Home Goods,62.42,11,16,6,Ultimate Retail Hub,Pune,Shivam,9,58.0506,116.1012,38.7004,38.7004,0.3333333333333333,2023-04,2
1359,31,2023-12-05,29,2,109.37,Desk,Home Goods,82.6,12,17,7,Ultimate Retail Hub,Pune,Shubham,10,96.34464,2793.99456,51.211999999999996,1308.8465600000002,0.4684499314128944,2023-12,4
341,31,2023-06-08,31,2,187.08,Desk,Home Goods,82.6,12,17,7,Ultimate Retail Hub,Pune,Shubham,10,76.818,2381.3579999999997,51.211999999999996,793.7859999999998,0.3333333333333333,2023-06,2
611,31,2023-06-06,8,2,189.79,Desk,Home Goods,82.6,12,17,7,Ultimate Retail Hub,Pune,Shubham,10,89.208,713.664,51.211999999999996,303.968,0.425925925925926,2023-06,2
1057,31,2023-05-04,17,2,118.46,Desk,Home Goods,82.6,12,17,7,Ultimate Retail Hub,Pune,Shubham,10,78.47,1333.99,51.211999999999996,463.3860000000001,0.34736842105263166,2023-05,2
573,32,2023-11-17,32,2,231.64,Oranges,Groceries,10.44,12,15,2,Ultimate Retail Hub,Pune,Shubham,10,11.726208,375.238656,6.472799999999999,168.109056,0.44800569800569806,2023-11,4
1058,32,2023-11-13,23,2,390.57,Oranges,Groceries,10.44,12,15,2,Ultimate Retail Hub,Pune,Shubham,10,10.824192,248.956416,6.472799999999999,100.08201600000001,0.40200617283950624,2023-11,4
387,32,2023-02-28,2,2,252.03,Oranges,Groceries,10.44,12,15,2,Ultimate Retail Hub,Pune,Shubham,10,10.962,21.924,6.472799999999999,8.9784,0.40952380952380957,2023-02,1
1850,32,2023-02-25,31,2,479.61,Oranges,Groceries,10.44,12,15,2,Ultimate Retail Hub,Pune,Shubham,10,11.0664,343.0584,6.472799999999999,142.40160000000003,0.4150943396226416,2023-02,1
951,33,2023-10-13,5,2,455.94,TV,Electronics,48.41,13,9,1,Ultimate Retail Hub,Pune,Raju,7,56.465424000000006,282.32712000000004,30.0142,132.25612000000004,0.4684499314128944,2023-10,4
1018,33,2023-09-02,50,2,455.49,TV,Electronics,48.41,13,9,1,Ultimate Retail Hub,Pune,Raju,7,51.7987,2589.935,30.0142,1089.225,0.4205607476635514,2023-09,3
857,33,2023-08-31,45,2,106.72,TV,Electronics,48.41,13,9,1,Ultimate Retail Hub,Pune,Raju,7,47.9259,2156.6655,30.0142,806.0265000000002,0.3737373737373738,2023-08,3
965,33,2023-04-10,8,2,337.13,TV,Electronics,48.41,13,9,1,Ultimate Retail Hub,Pune,Raju,7,50.8305,406.644,30.0142,166.53040000000001,0.40952380952380957,2023-04,2
1951,33,2023-02-28,46,2,166.92,TV,Electronics,48.41,13,9,1,Ultimate Retail Hub,Pune,Raju,7,50.8305,2338.203,30.0142,957.5498,0.4095238095238095,2023-02,1
650,33,2023-02-12,24,2,30.63,TV,Electronics,48.41,13,9,1,Ultimate Retail Hub,Pune,Raju,7,46.4736,1115.3663999999999,30.0142,395.02559999999994,0.35416666666666663,2023-02,1
174,34,2023-12-05,6,2,123.73,Bananas,Groceries,16.67,17,13,4,Ultimate Retail Hub,Pune,Ashok,8,17.283456000000005,103.70073600000003,10.335400000000002,41.68833600000002,0.40200617283950624,2023-12,4
440,34,2023-12-02,50,2,362.09,Bananas,Groceries,16.67,17,13,4,Ultimate Retail Hub,Pune,Ashok,8,19.263852000000004,963.1926000000002,10.335400000000002,446.4226000000001,0.4634821737625476,2023-12,4
1700,34,2023-06-24,12,2,96.62,Bananas,Groceries,16.67,17,13,4,Ultimate Retail Hub,Pune,Ashok,8,15.336400000000003,184.03680000000003,10.335400000000002,60.012,0.3260869565217391,2023-06,2
1882,34,2023-03-31,22,2,93.38,Bananas,Groceries,16.67,17,13,4,Ultimate Retail Hub,Pune,Ashok,8,17.336800000000004,381.40960000000007,10.335400000000002,154.03080000000003,0.40384615384615385,2023-03,1
1602,35,2023-05-27,42,2,131.94,Rug,Home Goods,47.93,16,18,4,Ultimate Retail Hub,Pune,Rajesh,9,46.012800000000006,1932.5376000000003,29.7166,684.4404000000004,0.3541666666666668,2023-05,2
711,35,2023-04-30,5,2,72.38,Rug,Home Goods,47.93,16,18,4,Ultimate Retail Hub,Pune,Rajesh,9,50.805800000000005,254.02900000000002,29.7166,105.44600000000003,0.4150943396226416,2023-04,2
1607,36,2023-12-04,36,2,323.93,Game Console,Electronics,98.69,11,5,6,Ultimate Retail Hub,Pune,Shivam,9,107.651052,3875.4378720000004,61.187799999999996,1672.6770720000004,0.4316098276494317,2023-12,4
1139,36,2023-11-03,36,2,39.09,Game Console,Electronics,98.69,11,5,6,Ultimate Retail Hub,Pune,Shivam,9,98.058384,3530.1018240000003,61.187799999999996,1327.3410240000003,0.3760064412238326,2023-11,4
931,36,2023-10-12,17,2,84.66,Game Console,Electronics,98.69,11,5,6,Ultimate Retail Hub,Pune,Shivam,9,111.91446,1902.54582,61.187799999999996,862.3532200000002,0.45326278659612,2023-10,4
