inventory_id,product_id,store_id,current_stock,last_restock_date,restock_quantity,product_name,category,price_per_unit,supplier_id,reorder_point,lead_time,store_name,location,annual_units_sold,annual_sales,annual_profit,sales_days,avg_daily_demand,demand_std,inventory_value,inventory_turnover,days_of_supply,safety_stock,recommended_reorder_point,stock_gap,holding_cost_estimate,stock_status,recommended_order_qty
254,16,1,115,2023-05-14,15,Chair,Home Goods,82.35,9,11,7,All-In-One Mart ,Delhi-NCR,179.0,14500.48446,5361.28146,5.0,0.4904109589041096,13.971399357258385,9470.25,1.5565217391304347,234.49720670391062,61.0,65.0,50.0,1704.645,Overstock,0.0
255,76,4,60,2023-10-11,41,Drone,Electronics,16.08,4,20,9,Everthing and More Store,Chennai,91.0,1466.290176,559.0565760000002,3.0,0.2493150684931507,7.637626158259733,964.8,1.5166666666666664,240.65934065934064,38.0,41.0,19.0,173.664,Overstock,0.0
256,3,1,118,2023-01-10,23,Action Figure,Toys,92.94,13,16,7,All-In-One Mart ,Delhi-NCR,234.0,21731.416680000002,8247.681480000001,10.0,0.6410958904109589,10.915839663331244,10966.92,1.983050847457627,184.05982905982904,48.0,53.0,65.0,1974.0456,Overstock,0.0
257,52,1,136,2023-03-27,38,Keyboard,Electronics,34.53,19,11,7,All-In-One Mart ,Delhi-NCR,62.0,2148.8019000000004,821.4687000000001,3.0,0.16986301369863013,15.50268793897798,4696.08,0.4558823529411765,800.6451612903226,68.0,70.0,66.0,845.2944,Overstock,0.0
258,83,1,17,2023-01-11,35,External Hard Drive,Electronics,22.16,20,10,1,All-In-One Mart ,Delhi-NCR,92.0,2224.411936,960.4055360000001,6.0,0.25205479452054796,16.268579122549905,376.72,5.411764705882352,67.44565217391303,27.0,28.0,-11.0,67.8096,Restock risk,18.0
259,54,3,70,2023-02-27,25,Sugar,Groceries,61.12,4,17,1,One-Stop Shop,Bengaluru,69.0,4554.124544,1939.4109440000007,3.0,0.18904109589041096,13.74772708486752,4278.4,0.9857142857142858,370.28985507246375,23.0,24.0,46.0,770.1119999999999,Overstock,0.0
260,11,3,126,2023-06-13,44,Cheese,Groceries,59.94,6,5,2,One-Stop Shop,Bengaluru,228.0,13756.230000000001,5283.111600000001,7.0,0.6246575342465753,6.579187965525403,7552.44,1.8095238095238095,201.71052631578948,16.0,18.0,108.0,1359.4391999999998,Overstock,0.0
261,39,4,126,2023-01-13,46,Board Game,Toys,94.21,16,8,7,Everthing and More Store,Chennai,207.0,19969.580648,7878.669248000001,7.0,0.5671232876712329,11.207990347026875,11870.46,1.6428571428571428,222.17391304347825,49.0,53.0,73.0,2136.6827999999996,Overstock,0.0
262,48,1,7,2023-02-27,19,Water Gun,Toys,91.47,13,18,4,All-In-One Mart ,Delhi-NCR,346.0,32479.204188,12857.059788000002,13.0,0.947945205479452,12.919871397311853,640.29,49.42857142857143,7.384393063583815,43.0,47.0,-40.0,115.25219999999999,Restock risk,65.0
263,2,2,26,2023-01-27,25,Smartphone,Electronics,6.22,17,16,8,Ultimate Retail Hub,Pune,100.0,646.106232,260.46623200000005,4.0,0.273972602739726,8.286535263104035,161.72,3.8461538461538463,94.9,39.0,42.0,-16.0,29.1096,Restock risk,22.0
264,56,2,43,2023-12-24,10,Coat,Clothing,52.48,15,9,10,Ultimate Retail Hub,Pune,211.0,11212.519936,4347.086336000001,8.0,0.5780821917808219,15.605376566356153,2256.64,4.906976744186046,74.38388625592418,82.0,88.0,-45.0,406.19519999999994,Restock risk,57.0
265,48,1,176,2023-04-24,8,Water Gun,Toys,91.47,13,18,4,All-In-One Mart ,Delhi-NCR,346.0,32479.204188,12857.059788000002,13.0,0.947945205479452,12.919871397311853,16098.72,1.9659090909090908,185.66473988439307,43.0,47.0,129.0,2897.7695999999996,Overstock,0.0
266,6,1,12,2023-05-26,24,Jeans,Clothing,23.45,14,13,6,All-In-One Mart ,Delhi-NCR,161.0,3688.6943800000004,1347.9153800000004,7.0,0.4410958904109589,15.92691642053372,281.4,13.416666666666668,27.204968944099377,65.0,68.0,-56.0,50.651999999999994,Restock risk,67.0
267,43,4,69,2023-02-09,49,Shirt,Clothing,21.19,3,8,7,Everthing and More Store,Chennai,104.0,2320.5592800000004,954.2280800000004,3.0,0.28493150684931506,6.506407098647711,1462.1100000000001,1.5072463768115942,242.16346153846155,29.0,31.0,38.0,263.1798,Overstock,0.0
268,75,4,30,2023-03-05,13,Toy Boat,Toys,31.15,15,16,1,Everthing and More Store,Chennai,129.0,4007.7714600000004,1516.3944600000004,7.0,0.35342465753424657,18.14623140725683,934.5,4.3,84.88372093023256,30.0,31.0,-1.0,168.21,Restock risk,11.0
269,19,4,163,2023-06-28,33,Plush Toy,Toys,21.21,12,10,3,Everthing and More Store,Chennai,88.0,1974.7612920000004,817.5436920000002,4.0,0.2410958904109589,15.705625319186327,3457.23,0.5398773006134969,676.0795454545454,45.0,46.0,117.0,622.3014,Overstock,0.0
270,67,2,147,2023-11-04,35,Tea,Groceries,18.07,16,14,3,Ultimate Retail Hub,Pune,138.0,2520.29518,974.2259800000002,8.0,0.3780821917808219,15.2760316462471,2656.29,0.9387755102040816,388.80434782608694,44.0,46.0,101.0,478.13219999999995,Overstock,0.0
271,36,3,197,2023-11-16,35,Game Console,Electronics,98.69,11,5,6,One-Stop Shop,Bengaluru,250.0,25760.419084,10463.469084,8.0,0.684931506849315,17.534093773116545,19441.93,1.2690355329949239,287.62,71.0,76.0,121.0,3499.5474,Overstock,0.0
272,34,3,182,2023-04-03,10,Bananas,Groceries,16.67,17,13,4,One-Stop Shop,Bengaluru,48.0,833.4866640000001,337.387464,3.0,0.13150684931506848,9.16515138991168,3033.9400000000005,0.26373626373626374,1383.9583333333335,31.0,32.0,150.0,546.1092000000001,Overstock,0.0
273,32,2,177,2023-06-18,9,Oranges,Groceries,10.44,12,15,2,Ultimate Retail Hub,Pune,88.0,989.177472,419.5710720000001,4.0,0.2410958904109589,13.92838827718412,1847.8799999999999,0.4971751412429378,734.1477272727273,33.0,34.0,143.0,332.61839999999995,Overstock,0.0
274,8,2,3,2023-02-16,47,Lego Set,Toys,74.89,8,20,1,Ultimate Retail Hub,Pune,0.0,0.0,0.0,0.0,0.0,0.0,224.67000000000002,0.0,inf,0.0,0.0,3.0,40.4406,Overstock,0.0
275,50,2,124,2023-04-15,11,Projector,Electronics,37.32,19,11,2,Ultimate Retail Hub,Pune,70.0,2644.8684000000003,1025.1804000000002,2.0,0.1917808219178082,5.656854249492381,4627.68,0.564516129032258,646.5714285714286,14.0,15.0,109.0,832.9824,Overstock,0.0
276,76,3,194,2023-06-07,24,Drone,Electronics,16.08,4,20,9,One-Stop Shop,Bengaluru,155.0,2459.1144,913.8264000000003,5.0,0.4246575342465753,7.035623639735145,3119.5199999999995,0.7989690721649485,456.8387096774194,35.0,39.0,155.0,561.5135999999999,Overstock,0.0
277,84,2,129,2023-12-15,11,Snacks,Groceries,47.49,11,8,1,Ultimate Retail Hub,Pune,187.0,9047.072952,3541.082352000001,5.0,0.5123287671232877,14.774978849392646,6126.21,1.4496124031007753,251.79144385026737,25.0,26.0,103.0,1102.7178,Overstock,0.0
278,47,4,115,2023-03-08,44,Skirt,Clothing,93.52,20,7,6,Everthing and More Store,Chennai,62.0,5853.0427199999995,2258.1339199999998,4.0,0.16986301369863013,3.7859388972001824,10754.8,0.5391304347826087,677.016129032258,16.0,18.0,97.0,1935.8639999999998,Overstock,0.0
279,100,4,48,2023-09-07,9,Power Bank,Electronics,69.98,14,7,6,Everthing and More Store,Chennai,182.0,13732.903192000003,5836.359992000002,6.0,0.4986301369863014,20.146132796809084,3359.04,3.791666666666667,96.26373626373626,82.0,85.0,-37.0,604.6272,Restock risk,49.0
280,22,3,147,2023-05-14,46,Jacket,Clothing,81.87,7,13,7,One-Stop Shop,Bengaluru,64.0,5377.352592000001,2128.7509920000007,5.0,0.17534246575342466,7.014271166700073,12034.890000000001,0.43537414965986393,838.359375,31.0,33.0,114.0,2166.2802,Overstock,0.0
281,60,1,190,2023-02-05,12,Ball,Toys,10.59,11,9,4,All-In-One Mart ,Delhi-NCR,85.0,903.1152,345.02219999999994,4.0,0.2328767123287671,15.945218719101975,2012.1,0.4473684210526316,815.8823529411765,53.0,54.0,136.0,362.178,Overstock,0.0
282,59,2,68,2023-04-01,6,Toy Robot,Toys,64.95,7,20,5,Ultimate Retail Hub,Pune,13.0,881.3715,357.8745,2.0,0.03561643835616438,4.949747468305833,4416.6,0.19117647058823528,1909.2307692307693,19.0,20.0,48.0,794.988,Overstock,0.0
283,68,4,90,2023-08-22,21,Gloves,Clothing,25.72,7,5,6,Everthing and More Store,Chennai,116.0,3125.4944,1275.7120000000004,3.0,0.3178082191780822,14.742229591663987,2314.7999999999997,1.288888888888889,283.1896551724138,60.0,62.0,28.0,416.66399999999993,Overstock,0.0
284,11,3,110,2023-02-18,18,Cheese,Groceries,59.94,6,5,2,One-Stop Shop,Bengaluru,228.0,13756.230000000001,5283.111600000001,7.0,0.6246575342465753,6.579187965525403,6593.4,2.0727272727272728,176.0964912280702,16.0,18.0,92.0,1186.812,Overstock,0.0
285,65,4,130,2023-03-13,26,Coffee,Groceries,42.41,5,15,10,Everthing and More Store,Chennai,149.0,6615.1118,2697.2760000000007,7.0,0.40821917808219177,12.270755012281379,5513.299999999999,1.146153846153846,318.4563758389262,65.0,70.0,60.0,992.3939999999998,Overstock,0.0
286,35,3,25,2023-01-15,8,Rug,Home Goods,47.93,16,18,4,One-Stop Shop,Bengaluru,28.0,1325.7438,493.679,3.0,0.07671232876712329,12.701705922171767,1198.25,1.1199999999999999,325.8928571428571,42.0,43.0,-18.0,215.685,Restock risk,20.0
287,94,4,49,2023-11-13,23,Cookies,Groceries,29.22,13,10,7,Everthing and More Store,Chennai,238.0,6916.572696,2604.8694960000003,7.0,0.6520547945205479,15.737428845483835,1431.78,4.857142857142857,75.14705882352942,69.0,74.0,-25.0,257.7204,Restock risk,40.0
288,23,3,135,2023-04-13,43,Doll,Toys,64.55,20,8,3,One-Stop Shop,Bengaluru,115.0,7897.25356,3294.83856,4.0,0.3150684931506849,9.844626283748239,8714.25,0.8518518518518519,428.47826086956525,29.0,30.0,105.0,1568.565,Overstock,0.0
289,56,1,174,2023-08-17,8,Coat,Clothing,52.48,15,9,10,All-In-One Mart ,Delhi-NCR,98.0,4823.9616,1635.2767999999999,4.0,0.2684931506849315,16.82260384126072,9131.519999999999,0.5632183908045978,648.0612244897959,88.0,91.0,83.0,1643.6735999999996,Overstock,0.0
290,15,2,29,2023-11-08,8,Table,Home Goods,74.72,3,8,10,Ultimate Retail Hub,Pune,148.0,11230.416000000001,4374.108800000002,6.0,0.4054794520547945,13.155480480266263,2166.88,5.1034482758620685,71.52027027027027,69.0,74.0,-45.0,390.0384,Restock risk,53.0
291,35,2,16,2023-01-19,39,Rug,Home Goods,47.93,16,18,4,Ultimate Retail Hub,Pune,47.0,2186.5666000000006,789.8864000000004,2.0,0.12876712328767123,26.16295090390226,766.88,2.9375,124.25531914893617,87.0,88.0,-72.0,138.0384,Restock risk,75.0
292,29,4,100,2023-02-09,30,Apples,Groceries,98.76,9,20,8,Everthing and More Store,Chennai,13.0,1283.88,487.87440000000015,1.0,0.03561643835616438,0.0,9876.0,0.13,2807.6923076923076,0.0,1.0,99.0,1777.6799999999998,Overstock,0.0
293,94,3,126,2023-02-08,18,Cookies,Groceries,29.22,13,10,7,One-Stop Shop,Bengaluru,165.0,5102.127576000001,2112.9215760000006,7.0,0.4520547945205479,17.367183065167694,3681.72,1.3095238095238095,278.72727272727275,76.0,80.0,46.0,662.7095999999999,Overstock,0.0
294,27,3,163,2023-03-26,23,Lamp,Home Goods,76.42,1,6,2,One-Stop Shop,Bengaluru,136.0,10654.93492,4211.20052,6.0,0.3726027397260274,15.200877167672482,12456.460000000001,0.8343558282208589,437.4632352941176,36.0,37.0,126.0,2242.1628,Overstock,0.0
295,37,1,24,2023-12-20,16,Router,Electronics,97.11,11,19,4,All-In-One Mart ,Delhi-NCR,118.0,11772.334548,4667.766948,4.0,0.3232876712328767,16.349311912126456,2330.64,4.916666666666667,74.23728813559322,54.0,56.0,-32.0,419.51519999999994,Restock risk,40.0
296,80,4,189,2023-09-23,24,VR Headset,Electronics,72.81,18,10,7,Everthing and More Store,Chennai,66.0,5330.856960000001,2351.471760000001,2.0,0.18082191780821918,15.556349186104045,13761.09,0.3492063492063492,1045.2272727272727,68.0,70.0,119.0,2476.9962,Overstock,0.0
297,22,3,174,2023-12-08,9,Jacket,Clothing,81.87,7,13,7,One-Stop Shop,Bengaluru,64.0,5377.352592000001,2128.7509920000007,5.0,0.17534246575342466,7.014271166700073,14245.380000000001,0.367816091954023,992.34375,31.0,33.0,141.0,2564.1684,Overstock,0.0
298,43,4,36,2023-03-06,5,Shirt,Clothing,21.19,3,8,7,Everthing and More Store,Chennai,104.0,2320.5592800000004,954.2280800000004,3.0,0.28493150684931506,6.506407098647711,762.84,2.888888888888889,126.34615384615385,29.0,31.0,5.0,137.3112,Overstock,0.0
299,55,3,5,2023-11-16,16,Rice,Groceries,85.97,11,9,5,One-Stop Shop,Bengaluru,142.0,12816.854644000001,5248.055844,6.0,0.38904109589041097,12.46862729680644,429.85,28.4,12.852112676056338,47.0,49.0,-44.0,77.373,Restock risk,54.0
300,22,1,152,2023-05-03,27,Jacket,Clothing,81.87,7,13,7,All-In-One Mart ,Delhi-NCR,102.0,8562.783300000001,3385.3245000000015,4.0,0.27945205479452057,14.933184523068078,12444.240000000002,0.6710526315789472,543.9215686274509,66.0,68.0,84.0,2239.9632,Overstock,0.0
301,1,4,63,2023-08-19,35,T-shirt,Clothing,72.91,7,9,4,Everthing and More Store,Chennai,2.0,148.7364,58.328,1.0,0.005479452054794521,0.0,4593.33,0.031746031746031744,11497.5,0.0,1.0,62.0,826.7994,Overstock,0.0
302,3,3,58,2023-02-02,38,Action Figure,Toys,92.94,13,16,7,One-Stop Shop,Bengaluru,88.0,8230.7664,3159.960000000001,3.0,0.2410958904109589,10.785793124908958,5390.5199999999995,1.5172413793103448,240.5681818181818,48.0,50.0,8.0,970.2935999999999,Overstock,0.0
303,97,2,198,2023-09-06,11,Peanut Butter,Groceries,67.45,17,10,7,Ultimate Retail Hub,Pune,221.0,15220.60512,5978.60612,9.0,0.6054794520547945,12.410792794087643,13355.1,1.1161616161616161,327.0135746606335,55.0,60.0,138.0,2403.918,Overstock,0.0
304,95,3,115,2023-02-10,36,Slime Kit,Toys,12.91,9,18,3,One-Stop Shop,Bengaluru,38.0,505.2974,201.13779999999997,1.0,0.10410958904109589,0.0,1484.65,0.33043478260869563,1104.6052631578948,0.0,1.0,114.0,267.237,Overstock,0.0
305,70,3,169,2023-12-12,36,Hat,Clothing,92.97,4,16,8,One-Stop Shop,Bengaluru,61.0,5805.0468,2288.921400000001,3.0,0.16712328767123288,16.258331197676267,15711.93,0.3609467455621302,1011.2295081967212,76.0,78.0,91.0,2828.1474,Overstock,0.0
306,59,1,90,2023-05-12,24,Toy Robot,Toys,64.95,7,20,5,All-In-One Mart ,Delhi-NCR,162.0,10891.30962,4367.7316200000005,4.0,0.4438356164383562,8.426149773176357,5845.5,1.8,202.77777777777777,32.0,35.0,55.0,1052.19,Overstock,0.0
307,67,4,28,2023-12-11,22,Tea,Groceries,18.07,16,14,3,Everthing and More Store,Chennai,108.0,1932.5865000000001,722.6193000000002,6.0,0.2958904109589041,18.24280680158621,505.96000000000004,3.8571428571428568,94.62962962962963,53.0,54.0,-26.0,91.0728,Restock risk,34.0
308,94,1,37,2023-11-17,31,Cookies,Groceries,29.22,13,10,7,All-In-One Mart ,Delhi-NCR,153.0,4703.42652,1931.6173200000003,6.0,0.4191780821917808,8.117881497040962,1081.1399999999999,4.135135135135135,88.26797385620915,36.0,39.0,-2.0,194.60519999999997,Restock risk,12.0
309,19,3,127,2023-04-22,6,Plush Toy,Toys,21.21,12,10,3,One-Stop Shop,Bengaluru,247.0,5249.687100000001,2001.5877000000005,8.0,0.6767123287671233,16.80112430100372,2693.67,1.9448818897637794,187.67206477732793,49.0,52.0,75.0,484.8606,Overstock,0.0
310,95,4,92,2023-04-19,18,Slime Kit,Toys,12.91,9,18,3,Everthing and More Store,Chennai,148.0,1893.1224000000002,708.5007999999999,4.0,0.4054794520547945,19.42506971244462,1187.72,1.608695652173913,226.8918918918919,56.0,58.0,34.0,213.7896,Overstock,0.0
311,25,4,163,2023-12-03,11,Speaker,Electronics,37.5,19,12,8,Everthing and More Store,Chennai,121.0,4612.860000000001,1799.6100000000001,9.0,0.3315068493150685,13.182479955523458,6112.5,0.7423312883435583,491.694214876033,62.0,65.0,98.0,1100.25,Overstock,0.0
312,87,4,134,2023-05-21,16,Frozen Vegetables,Groceries,33.36,18,10,7,Everthing and More Store,Chennai,70.0,2277.006816,829.1828160000002,3.0,0.1917808219178082,5.507570547286102,4470.24,0.5223880597014925,698.7142857142858,25.0,27.0,107.0,804.6432,Overstock,0.0
313,45,3,100,2023-05-22,42,Pants,Clothing,73.32,16,8,3,One-Stop Shop,Bengaluru,55.0,3997.8756479999997,1497.6636479999997,2.0,0.1506849315068493,9.192388155425117,7331.999999999999,0.55,663.6363636363636,27.0,28.0,72.0,1319.7599999999998,Overstock,0.0
314,40,2,10,2023-07-09,42,Mirror,Home Goods,62.68,5,6,3,Ultimate Retail Hub,Pune,126.0,8448.762560000001,3552.2009600000006,5.0,0.3452054794520548,15.674820573135758,626.8,12.600000000000001,28.968253968253965,45.0,47.0,-37.0,112.82399999999998,Restock risk,46.0
315,44,1,110,2023-09-23,34,Monitor,Electronics,20.22,11,17,5,All-In-One Mart ,Delhi-NCR,74.0,1567.4544,639.7608000000002,2.0,0.20273972602739726,18.384776310850235,2224.2,0.6727272727272727,542.5675675675676,68.0,70.0,40.0,400.35599999999994,Overstock,0.0
316,45,3,28,2023-10-26,5,Pants,Clothing,73.32,16,8,3,One-Stop Shop,Bengaluru,55.0,3997.8756479999997,1497.6636479999997,2.0,0.1506849315068493,9.192388155425117,2052.96,1.964285714285714,185.81818181818184,27.0,28.0,0.0,369.5328,Restock risk,4.0
317,19,4,174,2023-08-22,14,Plush Toy,Toys,21.21,12,10,3,Everthing and More Store,Chennai,88.0,1974.7612920000004,817.5436920000002,4.0,0.2410958904109589,15.705625319186327,3690.54,0.5057471264367817,721.7045454545454,45.0,46.0,128.0,664.2972,Overstock,0.0
318,80,2,77,2023-09-10,36,VR Headset,Electronics,72.81,18,10,7,Ultimate Retail Hub,Pune,71.0,5430.635784,2225.539584,4.0,0.19452054794520549,10.843584893075413,5606.37,0.9220779220779222,395.8450704225352,48.0,50.0,27.0,1009.1465999999999,Overstock,0.0
319,38,1,116,2023-05-03,7,Cereal,Groceries,51.03,20,7,6,All-In-One Mart ,Delhi-NCR,187.0,9652.712328000001,3736.2941280000005,8.0,0.5123287671232877,17.679184693547704,5919.4800000000005,1.6120689655172413,226.41711229946523,72.0,76.0,40.0,1065.5064,Overstock,0.0
320,76,1,13,2023-04-10,36,Drone,Electronics,16.08,4,20,9,All-In-One Mart ,Delhi-NCR,174.0,2827.3464,1092.6360000000002,7.0,0.4767123287671233,14.507797574966038,209.03999999999996,13.384615384615385,27.270114942528735,72.0,77.0,-64.0,37.627199999999995,Restock risk,74.0
321,56,3,169,2023-05-01,5,Coat,Clothing,52.48,15,9,10,One-Stop Shop,Bengaluru,42.0,2175.296,808.7168,2.0,0.11506849315068493,14.142135623730951,8869.119999999999,0.24852071005917162,1468.6904761904761,74.0,76.0,93.0,1596.4415999999997,Overstock,0.0
322,18,3,72,2023-01-09,37,Tablet,Electronics,11.63,14,18,5,One-Stop Shop,Bengaluru,155.0,1778.5759000000003,660.9329000000001,6.0,0.4246575342465753,14.414113454065312,837.36,2.1527777777777777,169.5483870967742,54.0,57.0,15.0,150.7248,Overstock,0.0
323,72,2,22,2023-11-25,50,Action Figure Set,Toys,97.12,13,12,1,Ultimate Retail Hub,Pune,24.0,2470.7328,1025.5872000000002,1.0,0.06575342465753424,0.0,2136.6400000000003,1.0909090909090908,334.58333333333337,0.0,1.0,21.0,384.59520000000003,Overstock,0.0
324,94,2,110,2023-05-05,42,Cookies,Groceries,29.22,13,10,7,Ultimate Retail Hub,Pune,53.0,1621.604808,661.435608,5.0,0.14520547945205478,6.87749954561976,3214.2,0.4818181818181818,757.5471698113208,31.0,33.0,77.0,578.5559999999999,Overstock,0.0
325,29,1,121,2023-02-10,27,Apples,Groceries,98.76,9,20,8,All-In-One Mart ,Delhi-NCR,191.0,19639.927152000004,7944.767952000002,6.0,0.5232876712328767,13.437509689918986,11949.960000000001,1.5785123966942147,231.2303664921466,63.0,68.0,53.0,2150.9928,Overstock,0.0
326,87,4,108,2023-04-26,30,Frozen Vegetables,Groceries,33.36,18,10,7,Everthing and More Store,Chennai,70.0,2277.006816,829.1828160000002,3.0,0.1917808219178082,5.507570547286102,3602.88,0.648148148148148,563.1428571428572,25.0,27.0,81.0,648.5184,Overstock,0.0
327,39,3,44,2023-02-09,41,Board Game,Toys,94.21,16,8,7,One-Stop Shop,Bengaluru,72.0,6515.5635999999995,2310.0292,3.0,0.19726027397260273,16.46207763315433,4145.24,1.6363636363636365,223.05555555555557,72.0,74.0,-30.0,746.1432,Restock risk,34.0
328,42,2,174,2023-07-22,17,Building Blocks,Toys,95.73,16,12,4,Ultimate Retail Hub,Pune,49.0,4879.3581,1971.0807,4.0,0.13424657534246576,17.93274472392147,16657.02,0.2816091954022989,1296.1224489795918,60.0,61.0,113.0,2998.2635999999998,Overstock,0.0
329,54,2,77,2023-05-05,24,Sugar,Groceries,61.12,4,17,1,Ultimate Retail Hub,Pune,101.0,6333.547776000001,2506.213376000001,3.0,0.27671232876712326,14.502873278538061,4706.24,1.3116883116883118,278.26732673267327,24.0,25.0,52.0,847.1231999999999,Overstock,0.0
330,73,4,139,2023-02-10,16,Smart Home Device,Electronics,27.88,16,14,10,Everthing and More Store,Chennai,255.0,7299.20704,2891.3790400000007,10.0,0.6986301369863014,12.349089035228468,3875.3199999999997,1.8345323741007196,198.9607843137255,65.0,72.0,67.0,697.5575999999999,Overstock,0.0
331,56,1,35,2023-07-26,38,Coat,Clothing,52.48,15,9,10,All-In-One Mart ,Delhi-NCR,98.0,4823.9616,1635.2767999999999,4.0,0.2684931506849315,16.82260384126072,1836.8,2.8000000000000003,130.35714285714286,88.0,91.0,-56.0,330.62399999999997,Restock risk,62.0
332,41,3,119,2023-08-23,27,Toy Train,Toys,80.7,10,19,3,One-Stop Shop,Bengaluru,190.0,15119.952000000001,5613.492000000001,7.0,0.5205479452054794,18.880577069469844,9603.300000000001,1.5966386554621848,228.60526315789474,54.0,56.0,63.0,1728.594,Overstock,0.0
333,54,4,118,2023-07-15,6,Sugar,Groceries,61.12,4,17,1,Everthing and More Store,Chennai,125.0,8234.868736,3498.068736000001,6.0,0.3424657534246575,13.22749661374618,7212.16,1.0593220338983051,344.56,22.0,23.0,95.0,1298.1888,Overstock,0.0
334,99,4,22,2023-09-01,13,Honey,Groceries,28.51,9,8,9,Everthing and More Store,Chennai,114.0,3379.1990680000004,1364.112268,4.0,0.31232876712328766,19.226717521892983,627.22,5.1818181818181825,70.43859649122807,96.0,99.0,-77.0,112.8996,Restock risk,84.0
335,32,3,32,2023-10-10,44,Oranges,Groceries,10.44,12,15,2,One-Stop Shop,Bengaluru,255.0,2762.436528,1111.872528,8.0,0.6986301369863014,15.986043019727283,334.08,7.96875,45.80392156862745,38.0,40.0,-8.0,60.13439999999999,Restock risk,27.0
336,38,1,193,2023-09-19,30,Cereal,Groceries,51.03,20,7,6,All-In-One Mart ,Delhi-NCR,187.0,9652.712328000001,3736.2941280000005,8.0,0.5123287671232877,17.679184693547704,9848.79,0.9689119170984456,376.71122994652404,72.0,76.0,117.0,1772.7822,Overstock,0.0
337,86,1,118,2023-03-13,38,Bookshelf,Home Goods,85.89,2,7,2,All-In-One Mart ,Delhi-NCR,150.0,13033.601364,5045.831364,5.0,0.410958904109589,16.867127793433,10135.02,1.271186440677966,287.1333333333333,40.0,41.0,77.0,1824.3036,Overstock,0.0
338,7,1,14,2023-08-27,22,Milk,Groceries,72.37,12,6,7,All-In-One Mart ,Delhi-NCR,139.0,10844.268176000001,4607.421576000001,6.0,0.38082191780821917,13.761056161017098,1013.1800000000001,9.928571428571429,36.76258992805756,61.0,64.0,-50.0,182.3724,Restock risk,59.0
339,43,1,74,2023-11-04,41,Shirt,Clothing,21.19,3,8,7,All-In-One Mart ,Delhi-NCR,144.0,3176.736992,1284.893792,6.0,0.39452054794520547,16.29723902997069,1568.0600000000002,1.9459459459459458,187.56944444444446,72.0,75.0,-1.0,282.2508,Restock risk,10.0
340,43,1,31,2023-08-23,42,Shirt,Clothing,21.19,3,8,7,All-In-One Mart ,Delhi-NCR,144.0,3176.736992,1284.893792,6.0,0.39452054794520547,16.29723902997069,656.89,4.645161290322581,78.57638888888889,72.0,75.0,-44.0,118.24019999999999,Restock risk,53.0
341,95,1,179,2023-11-17,18,Slime Kit,Toys,12.91,9,18,3,All-In-One Mart ,Delhi-NCR,136.0,1800.4440920000002,711.8728920000001,7.0,0.3726027397260274,19.594702879920913,2310.89,0.7597765363128492,480.40441176470586,56.0,58.0,121.0,415.9602,Overstock,0.0
342,72,4,34,2023-09-05,19,Action Figure Set,Toys,97.12,13,12,1,Everthing and More Store,Chennai,223.0,21941.039616000002,8513.228416,7.0,0.6109589041095891,10.915257997081751,3302.08,6.558823529411765,55.65022421524663,19.0,20.0,14.0,594.3743999999999,Healthy,0.0
343,20,3,160,2023-11-21,24,Sweater,Clothing,51.21,17,8,8,One-Stop Shop,Bengaluru,29.0,1452.8277000000003,532.0719000000001,2.0,0.07945205479452055,6.363961030678928,8193.6,0.18125,2013.7931034482756,30.0,31.0,129.0,1474.848,Overstock,0.0
344,63,2,29,2023-12-01,9,Yo-Yo,Toys,37.05,16,16,7,Ultimate Retail Hub,Pune,184.0,6905.05296,2678.3889600000007,7.0,0.5041095890410959,17.528208557582126,1074.4499999999998,6.344827586206898,57.52717391304348,77.0,81.0,-52.0,193.40099999999995,Restock risk,64.0
345,78,1,133,2023-01-05,11,Fitness Tracker,Electronics,80.46,6,17,8,All-In-One Mart ,Delhi-NCR,46.0,3833.1144000000004,1538.3952000000004,2.0,0.12602739726027398,8.48528137423857,10701.179999999998,0.3458646616541354,1055.3260869565217,40.0,42.0,91.0,1926.2123999999997,Overstock,0.0
346,14,4,6,2023-04-07,37,Puzzle,Toys,29.02,10,17,10,Everthing and More Store,Chennai,109.0,3160.8584,1199.6868,4.0,0.29863013698630136,18.39157415774952,174.12,18.166666666666664,20.091743119266056,96.0,99.0,-93.0,31.3416,Restock risk,99.0
347,8,1,76,2023-08-13,30,Lego Set,Toys,74.89,8,20,1,All-In-One Mart ,Delhi-NCR,40.0,2846.5689,989.2968999999999,2.0,0.1095890410958904,15.556349186104045,5691.64,0.5263157894736842,693.5,26.0,27.0,49.0,1024.4952,Overstock,0.0
348,31,3,156,2023-08-06,48,Desk,Home Goods,82.6,12,17,7,One-Stop Shop,Bengaluru,164.0,14928.628400000001,6529.860400000001,6.0,0.44931506849315067,16.753109164172084,12885.599999999999,1.0512820512820513,347.1951219512195,74.0,78.0,78.0,2319.4079999999994,Overstock,0.0
349,85,1,110,2023-08-28,14,Pajamas,Clothing,59.63,6,7,9,All-In-One Mart ,Delhi-NCR,168.0,10415.762916,4204.702116,7.0,0.4602739726027397,13.12757911167681,6559.3,1.5272727272727273,238.98809523809524,65.0,70.0,40.0,1180.674,Overstock,0.0
